date,commodity,modal_price
2016-02-02,Wheat,2407.22
2016-02-03,Wheat,2234.39
2016-02-04,Wheat,2264.0
2016-02-05,Wheat,2197.09
2016-02-06,Wheat,2251.68
2016-02-07,Wheat,2268.34
2016-02-08,Wheat,2252.74
2016-02-09,Wheat,2180.9
2016-02-10,Wheat,2253.66
2016-02-11,Wheat,2328.2
2016-02-12,Wheat,2268.27
2016-02-13,Wheat,2298.81
2016-02-14,Wheat,2227.89
2016-02-15,Wheat,2286.49
2016-02-16,Wheat,2258.72
2016-02-17,Wheat,2185.96
2016-02-18,Wheat,2261.3
2016-02-19,Wheat,2183.79
2016-02-20,Wheat,2205.17
2016-02-21,Wheat,2254.01
2016-02-22,Wheat,2260.53
2016-02-23,Wheat,2172.58
2016-02-24,Wheat,2305.61
2016-02-25,Wheat,2277.18
2016-02-26,Wheat,2201.66
2016-02-27,Wheat,2152.43
2016-02-28,Wheat,2235.07
2016-02-29,Wheat,2217.36
2016-03-01,Wheat,2284.1
2016-03-02,Wheat,2256.01
2016-03-03,Wheat,2158.7
2016-03-04,Wheat,2254.76
2016-03-05,Wheat,2259.78
2016-03-06,Wheat,2315.56
2016-03-07,Wheat,2236.77
2016-03-08,Wheat,2377.72
2016-03-09,Wheat,2165.12
2016-03-10,Wheat,2356.19
2016-03-11,Wheat,2265.34
2016-03-12,Wheat,2329.68
2016-03-13,Wheat,2283.6
2016-03-14,Wheat,2346.52
2016-03-15,Wheat,2256.17
2016-03-16,Wheat,2214.15
2016-03-17,Wheat,2363.53
2016-03-18,Wheat,2272.77
2016-03-19,Wheat,2292.74
2016-03-20,Wheat,2352.9
2016-03-21,Wheat,2218.72
2016-03-22,Wheat,2315.27
2016-03-23,Wheat,2245.16
2016-03-24,Wheat,2272.4
2016-03-25,Wheat,2284.64
2016-03-26,Wheat,2191.59
2016-03-27,Wheat,2234.46
2016-03-28,Wheat,2360.78
2016-03-29,Wheat,2333.36
2016-03-30,Wheat,2277.26
2016-03-31,Wheat,2295.5
2016-04-01,Wheat,2230.29
2016-04-02,Wheat,2328.23
2016-04-03,Wheat,2236.1
2016-04-04,Wheat,2261.83
2016-04-05,Wheat,2316.12
2016-04-06,Wheat,2202.28
2016-04-07,Wheat,2340.82
2016-04-08,Wheat,2157.91
2016-04-09,Wheat,2345.27
2016-04-10,Wheat,2226.75
2016-04-11,Wheat,2234.58
2016-04-12,Wheat,2137.1
2016-04-13,Wheat,2222.26
2016-04-14,Wheat,2187.72
2016-04-15,Wheat,2213.45
2016-04-16,Wheat,2241.44
2016-04-17,Wheat,2306.45
2016-04-18,Wheat,2262.12
2016-04-19,Wheat,2268.17
2016-04-20,Wheat,2185.16
2016-04-21,Wheat,2198.01
2016-04-22,Wheat,2356.89
2016-04-23,Wheat,2206.88
2016-04-24,Wheat,2348.69
2016-04-25,Wheat,2236.28
2016-04-26,Wheat,2250.94
2016-04-27,Wheat,2314.35
2016-04-28,Wheat,2326.41
2016-04-29,Wheat,2244.61
2016-04-30,Wheat,2228.3
2016-05-01,Wheat,2156.6
2016-05-02,Wheat,2180.07
2016-05-03,Wheat,2212.97
2016-05-04,Wheat,2160.54
2016-05-05,Wheat,2197.08
2016-05-06,Wheat,2257.61
2016-05-07,Wheat,2183.25
2016-05-08,Wheat,2179.25
2016-05-09,Wheat,2070.91
2016-05-10,Wheat,2005.16
2016-05-11,Wheat,2184.16
2016-05-12,Wheat,2155.66
2016-05-13,Wheat,2130.9
2016-05-14,Wheat,2175.95
2016-05-15,Wheat,2158.06
2016-05-16,Wheat,2228.59
2016-05-17,Wheat,2166.99
2016-05-18,Wheat,2117.76
2016-05-19,Wheat,2220.8
2016-05-20,Wheat,2149.4
2016-05-21,Wheat,2193.58
2016-05-22,Wheat,2134.22
2016-05-23,Wheat,2124.13
2016-05-24,Wheat,2167.74
2016-05-25,Wheat,2163.64
2016-05-26,Wheat,2191.43
2016-05-27,Wheat,2147.21
2016-05-28,Wheat,2054.44
2016-05-29,Wheat,2137.73
2016-05-30,Wheat,2210.53
2016-05-31,Wheat,2146.0
2016-06-01,Wheat,2024.14
2016-06-02,Wheat,2097.31
2016-06-03,Wheat,1996.8
2016-06-04,Wheat,1947.7
2016-06-05,Wheat,2029.72
2016-06-06,Wheat,2010.67
2016-06-07,Wheat,1982.23
2016-06-08,Wheat,2029.21
2016-06-09,Wheat,2068.85
2016-06-10,Wheat,2039.3
2016-06-11,Wheat,2058.16
2016-06-12,Wheat,2147.54
2016-06-13,Wheat,2019.9
2016-06-14,Wheat,2056.83
2016-06-15,Wheat,2010.29
2016-06-16,Wheat,1990.44
2016-06-17,Wheat,2006.06
2016-06-18,Wheat,2012.47
2016-06-19,Wheat,2062.26
2016-06-20,Wheat,2180.26
2016-06-21,Wheat,1998.78
2016-06-22,Wheat,2016.64
2016-06-23,Wheat,2037.71
2016-06-24,Wheat,2065.03
2016-06-25,Wheat,2057.31
2016-06-26,Wheat,2117.9
2016-06-27,Wheat,1898.18
2016-06-28,Wheat,1900.64
2016-06-29,Wheat,2012.81
2016-06-30,Wheat,2107.33
2016-07-01,Wheat,1824.67
2016-07-02,Wheat,1739.36
2016-07-03,Wheat,1951.53
2016-07-04,Wheat,1932.24
2016-07-05,Wheat,1853.34
2016-07-06,Wheat,1859.66
2016-07-07,Wheat,1860.72
2016-07-08,Wheat,1924.85
2016-07-09,Wheat,1881.32
2016-07-10,Wheat,1947.82
2016-07-11,Wheat,1749.53
2016-07-12,Wheat,1868.03
2016-07-13,Wheat,1852.2
2016-07-14,Wheat,1903.85
2016-07-15,Wheat,1887.29
2016-07-16,Wheat,1966.56
2016-07-17,Wheat,1809.25
2016-07-18,Wheat,1922.23
2016-07-19,Wheat,1952.74
2016-07-20,Wheat,2029.79
2016-07-21,Wheat,1891.36
2016-07-22,Wheat,1939.25
2016-07-23,Wheat,1813.27
2016-07-24,Wheat,1778.55
2016-07-25,Wheat,1970.45
2016-07-26,Wheat,1920.19
2016-07-27,Wheat,1990.47
2016-07-28,Wheat,1839.39
2016-07-29,Wheat,1951.69
2016-07-30,Wheat,2031.74
2016-07-31,Wheat,1946.0
2016-08-01,Wheat,1846.14
2016-08-02,Wheat,1830.38
2016-08-03,Wheat,1736.93
2016-08-04,Wheat,1910.44
2016-08-05,Wheat,1794.05
2016-08-06,Wheat,1860.26
2016-08-07,Wheat,1737.88
2016-08-08,Wheat,1760.73
2016-08-09,Wheat,1915.77
2016-08-10,Wheat,1810.29
2016-08-11,Wheat,1917.09
2016-08-12,Wheat,1826.47
2016-08-13,Wheat,1722.1
2016-08-14,Wheat,1884.21
2016-08-15,Wheat,1796.53
2016-08-16,Wheat,1873.0
2016-08-17,Wheat,1833.22
2016-08-18,Wheat,1740.42
2016-08-19,Wheat,1841.71
2016-08-20,Wheat,1962.22
2016-08-21,Wheat,1861.43
2016-08-22,Wheat,1828.94
2016-08-23,Wheat,1896.18
2016-08-24,Wheat,1845.07
2016-08-25,Wheat,1845.13
2016-08-26,Wheat,1768.16
2016-08-27,Wheat,1846.81
2016-08-28,Wheat,1894.43
2016-08-29,Wheat,1783.67
2016-08-30,Wheat,1917.73
2016-08-31,Wheat,1828.02
2016-09-01,Wheat,1747.48
2016-09-02,Wheat,1859.32
2016-09-03,Wheat,1783.34
2016-09-04,Wheat,1845.45
2016-09-05,Wheat,1783.29
2016-09-06,Wheat,1797.15
2016-09-07,Wheat,1830.07
2016-09-08,Wheat,1818.18
2016-09-09,Wheat,1682.83
2016-09-10,Wheat,1734.76
2016-09-11,Wheat,1856.38
2016-09-12,Wheat,1793.61
2016-09-13,Wheat,1770.53
2016-09-14,Wheat,1721.19
2016-09-15,Wheat,1737.83
2016-09-16,Wheat,1682.14
2016-09-17,Wheat,1796.05
2016-09-18,Wheat,1766.72
2016-09-19,Wheat,1745.03
2016-09-20,Wheat,1798.39
2016-09-21,Wheat,1824.11
2016-09-22,Wheat,1926.69
2016-09-23,Wheat,1713.22
2016-09-24,Wheat,1871.61
2016-09-25,Wheat,1860.7
2016-09-26,Wheat,1757.0
2016-09-27,Wheat,1815.33
2016-09-28,Wheat,1776.3
2016-09-29,Wheat,1814.54
2016-09-30,Wheat,1893.07
2016-10-01,Wheat,1873.16
2016-10-02,Wheat,1867.53
2016-10-03,Wheat,1812.03
2016-10-04,Wheat,1749.71
2016-10-05,Wheat,1825.42
2016-10-06,Wheat,1909.38
2016-10-07,Wheat,1747.53
2016-10-08,Wheat,1775.62
2016-10-09,Wheat,1845.74
2016-10-10,Wheat,1780.04
2016-10-11,Wheat,1791.55
2016-10-12,Wheat,1813.53
2016-10-13,Wheat,1757.84
2016-10-14,Wheat,1781.16
2016-10-15,Wheat,1880.68
2016-10-16,Wheat,1761.66
2016-10-17,Wheat,1744.57
2016-10-18,Wheat,1802.04
2016-10-19,Wheat,1882.86
2016-10-20,Wheat,1827.95
2016-10-21,Wheat,1812.21
2016-10-22,Wheat,1842.49
2016-10-23,Wheat,1736.55
2016-10-24,Wheat,1869.42
2016-10-25,Wheat,1862.95
2016-10-26,Wheat,1816.11
2016-10-27,Wheat,1900.08
2016-10-28,Wheat,1773.8
2016-10-29,Wheat,1907.56
2016-10-30,Wheat,1850.0
2016-10-31,Wheat,1821.03
2016-11-01,Wheat,1931.43
2016-11-02,Wheat,1926.37
2016-11-03,Wheat,2005.15
2016-11-04,Wheat,1869.18
2016-11-05,Wheat,1887.92
2016-11-06,Wheat,1994.62
2016-11-07,Wheat,1898.06
2016-11-08,Wheat,1986.82
2016-11-09,Wheat,2034.28
2016-11-10,Wheat,1909.91
2016-11-11,Wheat,1974.21
2016-11-12,Wheat,1865.6
2016-11-13,Wheat,1978.8
2016-11-14,Wheat,1946.02
2016-11-15,Wheat,1962.36
2016-11-16,Wheat,1896.2
2016-11-17,Wheat,1836.16
2016-11-18,Wheat,1964.52
2016-11-19,Wheat,1812.57
2016-11-20,Wheat,1916.14
2016-11-21,Wheat,1990.83
2016-11-22,Wheat,1946.56
2016-11-23,Wheat,2050.75
2016-11-24,Wheat,1996.18
2016-11-25,Wheat,1896.82
2016-11-26,Wheat,1937.3
2016-11-27,Wheat,1933.0
2016-11-28,Wheat,1842.19
2016-11-29,Wheat,1880.34
2016-11-30,Wheat,1902.95
2016-12-01,Wheat,1940.66
2016-12-02,Wheat,2064.24
2016-12-03,Wheat,2046.79
2016-12-04,Wheat,1962.55
2016-12-05,Wheat,2085.74
2016-12-06,Wheat,2104.33
2016-12-07,Wheat,2075.49
2016-12-08,Wheat,2042.96
2016-12-09,Wheat,2097.33
2016-12-10,Wheat,2102.71
2016-12-11,Wheat,2080.75
2016-12-12,Wheat,2013.8
2016-12-13,Wheat,2079.17
2016-12-14,Wheat,2133.74
2016-12-15,Wheat,2027.68
2016-12-16,Wheat,2187.45
2016-12-17,Wheat,2032.13
2016-12-18,Wheat,2065.32
2016-12-19,Wheat,2023.68
2016-12-20,Wheat,2076.87
2016-12-21,Wheat,1960.54
2016-12-22,Wheat,2031.54
2016-12-23,Wheat,1999.31
2016-12-24,Wheat,2072.16
2016-12-25,Wheat,2123.18
2016-12-26,Wheat,2102.66
2016-12-27,Wheat,1923.99
2016-12-28,Wheat,2185.62
2016-12-29,Wheat,2082.25
2016-12-30,Wheat,2018.87
2016-12-31,Wheat,2074.31
2017-01-01,Wheat,2200.56
2017-01-02,Wheat,2150.74
2017-01-03,Wheat,2202.1
2017-01-04,Wheat,2154.5
2017-01-05,Wheat,2166.66
2017-01-06,Wheat,2150.08
2017-01-07,Wheat,2105.98
2017-01-08,Wheat,2199.63
2017-01-09,Wheat,2225.79
2017-01-10,Wheat,2221.74
2017-01-11,Wheat,2239.94
2017-01-12,Wheat,2210.7
2017-01-13,Wheat,2160.04
2017-01-14,Wheat,2241.48
2017-01-15,Wheat,2111.42
2017-01-16,Wheat,2138.61
2017-01-17,Wheat,2134.97
2017-01-18,Wheat,2256.21
2017-01-19,Wheat,2248.2
2017-01-20,Wheat,2221.34
2017-01-21,Wheat,2256.1
2017-01-22,Wheat,2140.61
2017-01-23,Wheat,2213.49
2017-01-24,Wheat,2185.54
2017-01-25,Wheat,2243.26
2017-01-26,Wheat,2186.38
2017-01-27,Wheat,2170.52
2017-01-28,Wheat,2225.5
2017-01-29,Wheat,2245.49
2017-01-30,Wheat,2154.1
2017-01-31,Wheat,2190.2
2017-02-01,Wheat,2222.74
2017-02-02,Wheat,2137.56
2017-02-03,Wheat,2297.58
2017-02-04,Wheat,2321.9
2017-02-05,Wheat,2301.47
2017-02-06,Wheat,2170.56
2017-02-07,Wheat,2265.4
2017-02-08,Wheat,2154.88
2017-02-09,Wheat,2367.59
2017-02-10,Wheat,2222.21
2017-02-11,Wheat,2361.07
2017-02-12,Wheat,2342.85
2017-02-13,Wheat,2233.57
2017-02-14,Wheat,2219.94
2017-02-15,Wheat,2307.94
2017-02-16,Wheat,2237.27
2017-02-17,Wheat,2293.5
2017-02-18,Wheat,2258.94
2017-02-19,Wheat,2182.14
2017-02-20,Wheat,2155.64
2017-02-21,Wheat,2301.35
2017-02-22,Wheat,2254.77
2017-02-23,Wheat,2255.39
2017-02-24,Wheat,2329.52
2017-02-25,Wheat,2357.94
2017-02-26,Wheat,2272.39
2017-02-27,Wheat,2268.48
2017-02-28,Wheat,2318.41
2017-03-01,Wheat,2242.0
2017-03-02,Wheat,2335.74
2017-03-03,Wheat,2355.34
2017-03-04,Wheat,2363.07
2017-03-05,Wheat,2208.14
2017-03-06,Wheat,2277.9
2017-03-07,Wheat,2271.1
2017-03-08,Wheat,2329.18
2017-03-09,Wheat,2351.87
2017-03-10,Wheat,2412.19
2017-03-11,Wheat,2294.3
2017-03-12,Wheat,2294.27
2017-03-13,Wheat,2391.99
2017-03-14,Wheat,2341.57
2017-03-15,Wheat,2399.23
2017-03-16,Wheat,2341.35
2017-03-17,Wheat,2255.81
2017-03-18,Wheat,2245.51
2017-03-19,Wheat,2232.69
2017-03-20,Wheat,2363.97
2017-03-21,Wheat,2395.29
2017-03-22,Wheat,2434.56
2017-03-23,Wheat,2375.06
2017-03-24,Wheat,2394.13
2017-03-25,Wheat,2290.99
2017-03-26,Wheat,2256.96
2017-03-27,Wheat,2375.97
2017-03-28,Wheat,2350.47
2017-03-29,Wheat,2332.22
2017-03-30,Wheat,2348.92
2017-03-31,Wheat,2345.24
2017-04-01,Wheat,2368.79
2017-04-02,Wheat,2369.58
2017-04-03,Wheat,2325.22
2017-04-04,Wheat,2343.21
2017-04-05,Wheat,2323.68
2017-04-06,Wheat,2266.02
2017-04-07,Wheat,2338.29
2017-04-08,Wheat,2210.96
2017-04-09,Wheat,2356.15
2017-04-10,Wheat,2223.06
2017-04-11,Wheat,2310.89
2017-04-12,Wheat,2244.01
2017-04-13,Wheat,2326.99
2017-04-14,Wheat,2292.32
2017-04-15,Wheat,2199.96
2017-04-16,Wheat,2319.5
2017-04-17,Wheat,2260.46
2017-04-18,Wheat,2347.03
2017-04-19,Wheat,2295.02
2017-04-20,Wheat,2318.5
2017-04-21,Wheat,2238.46
2017-04-22,Wheat,2260.4
2017-04-23,Wheat,2268.26
2017-04-24,Wheat,2346.32
2017-04-25,Wheat,2395.07
2017-04-26,Wheat,2248.1
2017-04-27,Wheat,2359.73
2017-04-28,Wheat,2167.5
2017-04-29,Wheat,2225.42
2017-04-30,Wheat,2239.49
2017-05-01,Wheat,2124.78
2017-05-02,Wheat,2111.21
2017-05-03,Wheat,2229.63
2017-05-04,Wheat,2192.6
2017-05-05,Wheat,2227.89
2017-05-06,Wheat,2246.44
2017-05-07,Wheat,2221.4
2017-05-08,Wheat,2244.75
2017-05-09,Wheat,2201.78
2017-05-10,Wheat,2135.7
2017-05-11,Wheat,2268.83
2017-05-12,Wheat,2171.37
2017-05-13,Wheat,2150.96
2017-05-14,Wheat,2195.98
2017-05-15,Wheat,2152.56
2017-05-16,Wheat,2182.03
2017-05-17,Wheat,2227.28
2017-05-18,Wheat,2227.65
2017-05-19,Wheat,2153.94
2017-05-20,Wheat,2178.36
2017-05-21,Wheat,2271.04
2017-05-22,Wheat,2236.92
2017-05-23,Wheat,2330.58
2017-05-24,Wheat,2277.68
2017-05-25,Wheat,2275.68
2017-05-26,Wheat,2125.77
2017-05-27,Wheat,2253.38
2017-05-28,Wheat,2205.1
2017-05-29,Wheat,2175.72
2017-05-30,Wheat,2218.45
2017-05-31,Wheat,2264.62
2017-06-01,Wheat,2113.41
2017-06-02,Wheat,2031.81
2017-06-03,Wheat,2127.98
2017-06-04,Wheat,2046.33
2017-06-05,Wheat,2097.07
2017-06-06,Wheat,2066.38
2017-06-07,Wheat,2071.51
2017-06-08,Wheat,2130.0
2017-06-09,Wheat,2023.09
2017-06-10,Wheat,2200.1
2017-06-11,Wheat,1977.07
2017-06-12,Wheat,2049.68
2017-06-13,Wheat,2107.15
2017-06-14,Wheat,2119.96
2017-06-15,Wheat,2079.51
2017-06-16,Wheat,2082.19
2017-06-17,Wheat,2110.04
2017-06-18,Wheat,2072.14
2017-06-19,Wheat,2168.5
2017-06-20,Wheat,2135.81
2017-06-21,Wheat,2137.92
2017-06-22,Wheat,2029.08
2017-06-23,Wheat,2081.75
2017-06-24,Wheat,2068.77
2017-06-25,Wheat,2027.12
2017-06-26,Wheat,2108.16
2017-06-27,Wheat,2055.09
2017-06-28,Wheat,2125.9
2017-06-29,Wheat,2023.78
2017-06-30,Wheat,2189.17
2017-07-01,Wheat,1909.33
2017-07-02,Wheat,1975.56
2017-07-03,Wheat,2009.6
2017-07-04,Wheat,1929.0
2017-07-05,Wheat,2013.44
2017-07-06,Wheat,1890.23
2017-07-07,Wheat,2049.22
2017-07-08,Wheat,1964.14
2017-07-09,Wheat,1928.09
2017-07-10,Wheat,1945.82
2017-07-11,Wheat,2011.6
2017-07-12,Wheat,1929.17
2017-07-13,Wheat,1919.52
2017-07-14,Wheat,1950.92
2017-07-15,Wheat,1894.43
2017-07-16,Wheat,2072.15
2017-07-17,Wheat,1930.85
2017-07-18,Wheat,2013.81
2017-07-19,Wheat,1977.07
2017-07-20,Wheat,1906.45
2017-07-21,Wheat,1964.55
2017-07-22,Wheat,2011.48
2017-07-23,Wheat,1954.0
2017-07-24,Wheat,2035.97
2017-07-25,Wheat,2025.92
2017-07-26,Wheat,2019.97
2017-07-27,Wheat,1938.41
2017-07-28,Wheat,1901.79
2017-07-29,Wheat,1929.54
2017-07-30,Wheat,1977.64
2017-07-31,Wheat,1998.47
2017-08-01,Wheat,1746.09
2017-08-02,Wheat,1874.4
2017-08-03,Wheat,1884.37
2017-08-04,Wheat,1858.68
2017-08-05,Wheat,1951.76
2017-08-06,Wheat,1900.36
2017-08-07,Wheat,1953.12
2017-08-08,Wheat,1862.82
2017-08-09,Wheat,1931.29
2017-08-10,Wheat,1972.74
2017-08-11,Wheat,1953.7
2017-08-12,Wheat,1811.4
2017-08-13,Wheat,1861.2
2017-08-14,Wheat,1855.91
2017-08-15,Wheat,1905.47
2017-08-16,Wheat,1917.27
2017-08-17,Wheat,1827.02
2017-08-18,Wheat,1880.87
2017-08-19,Wheat,1757.29
2017-08-20,Wheat,1962.53
2017-08-21,Wheat,1846.86
2017-08-22,Wheat,1880.65
2017-08-23,Wheat,1859.12
2017-08-24,Wheat,1945.49
2017-08-25,Wheat,1709.59
2017-08-26,Wheat,1876.85
2017-08-27,Wheat,1871.69
2017-08-28,Wheat,1851.2
2017-08-29,Wheat,1980.48
2017-08-30,Wheat,1825.75
2017-08-31,Wheat,1924.18
2017-09-01,Wheat,1866.19
2017-09-02,Wheat,1919.95
2017-09-03,Wheat,1805.8
2017-09-04,Wheat,1802.02
2017-09-05,Wheat,1910.52
2017-09-06,Wheat,1870.9
2017-09-07,Wheat,1754.28
2017-09-08,Wheat,1813.99
2017-09-09,Wheat,1868.96
2017-09-10,Wheat,1895.83
2017-09-11,Wheat,1806.07
2017-09-12,Wheat,1673.77
2017-09-13,Wheat,1877.56
2017-09-14,Wheat,1774.38
2017-09-15,Wheat,1727.28
2017-09-16,Wheat,1679.12
2017-09-17,Wheat,1895.28
2017-09-18,Wheat,1854.8
2017-09-19,Wheat,1833.93
2017-09-20,Wheat,1929.72
2017-09-21,Wheat,1885.31
2017-09-22,Wheat,1943.44
2017-09-23,Wheat,1765.27
2017-09-24,Wheat,1845.87
2017-09-25,Wheat,1752.25
2017-09-26,Wheat,1834.57
2017-09-27,Wheat,1833.56
2017-09-28,Wheat,1885.54
2017-09-29,Wheat,1851.23
2017-09-30,Wheat,1885.59
2017-10-01,Wheat,1923.95
2017-10-02,Wheat,2010.08
2017-10-03,Wheat,1863.84
2017-10-04,Wheat,1826.89
2017-10-05,Wheat,1897.35
2017-10-06,Wheat,1835.36
2017-10-07,Wheat,1970.82
2017-10-08,Wheat,1866.36
2017-10-09,Wheat,1849.75
2017-10-10,Wheat,1855.46
2017-10-11,Wheat,1926.07
2017-10-12,Wheat,1874.28
2017-10-13,Wheat,1845.74
2017-10-14,Wheat,1982.55
2017-10-15,Wheat,1833.27
2017-10-16,Wheat,1886.23
2017-10-17,Wheat,1922.9
2017-10-18,Wheat,1787.71
2017-10-19,Wheat,1912.95
2017-10-20,Wheat,1822.1
2017-10-21,Wheat,1933.49
2017-10-22,Wheat,1827.83
2017-10-23,Wheat,1926.03
2017-10-24,Wheat,1950.63
2017-10-25,Wheat,1936.27
2017-10-26,Wheat,1900.25
2017-10-27,Wheat,1871.78
2017-10-28,Wheat,1851.45
2017-10-29,Wheat,1972.89
2017-10-30,Wheat,1844.4
2017-10-31,Wheat,1824.53
2017-11-01,Wheat,2017.03
2017-11-02,Wheat,1930.55
2017-11-03,Wheat,1921.56
2017-11-04,Wheat,1892.44
2017-11-05,Wheat,1949.48
2017-11-06,Wheat,1973.32
2017-11-07,Wheat,1992.75
2017-11-08,Wheat,2034.83
2017-11-09,Wheat,2009.81
2017-11-10,Wheat,1967.4
2017-11-11,Wheat,1967.09
2017-11-12,Wheat,2009.19
2017-11-13,Wheat,2054.48
2017-11-14,Wheat,1986.69
2017-11-15,Wheat,1951.53
2017-11-16,Wheat,1920.62
2017-11-17,Wheat,1893.95
2017-11-18,Wheat,2019.18
2017-11-19,Wheat,2014.07
2017-11-20,Wheat,2014.15
2017-11-21,Wheat,1972.45
2017-11-22,Wheat,2063.55
2017-11-23,Wheat,1951.63
2017-11-24,Wheat,2037.04
2017-11-25,Wheat,1978.27
2017-11-26,Wheat,1944.64
2017-11-27,Wheat,2015.92
2017-11-28,Wheat,2005.2
2017-11-29,Wheat,2002.21
2017-11-30,Wheat,1985.99
2017-12-01,Wheat,2104.06
2017-12-02,Wheat,2247.94
2017-12-03,Wheat,2176.72
2017-12-04,Wheat,2149.5
2017-12-05,Wheat,2113.42
2017-12-06,Wheat,2166.59
2017-12-07,Wheat,2137.73
2017-12-08,Wheat,2108.72
2017-12-09,Wheat,2089.3
2017-12-10,Wheat,2102.62
2017-12-11,Wheat,1919.69
2017-12-12,Wheat,2120.14
2017-12-13,Wheat,2078.84
2017-12-14,Wheat,2202.27
2017-12-15,Wheat,2109.17
2017-12-16,Wheat,2037.7
2017-12-17,Wheat,2105.32
2017-12-18,Wheat,2046.41
2017-12-19,Wheat,2136.57
2017-12-20,Wheat,2125.88
2017-12-21,Wheat,2165.52
2017-12-22,Wheat,2062.03
2017-12-23,Wheat,2111.03
2017-12-24,Wheat,2028.26
2017-12-25,Wheat,2150.82
2017-12-26,Wheat,2140.13
2017-12-27,Wheat,2138.88
2017-12-28,Wheat,2109.73
2017-12-29,Wheat,2134.33
2017-12-30,Wheat,2204.93
2017-12-31,Wheat,2093.11
2018-01-01,Wheat,2243.34
2018-01-02,Wheat,2170.89
2018-01-03,Wheat,2183.93
2018-01-04,Wheat,2241.29
2018-01-05,Wheat,2301.02
2018-01-06,Wheat,2220.56
2018-01-07,Wheat,2221.88
2018-01-08,Wheat,2211.88
2018-01-09,Wheat,2204.43
2018-01-10,Wheat,2253.71
2018-01-11,Wheat,2147.64
2018-01-12,Wheat,2312.38
2018-01-13,Wheat,2197.18
2018-01-14,Wheat,2279.5
2018-01-15,Wheat,2161.6
2018-01-16,Wheat,2276.6
2018-01-17,Wheat,2276.91
2018-01-18,Wheat,2259.98
2018-01-19,Wheat,2178.42
2018-01-20,Wheat,2252.25
2018-01-21,Wheat,2167.49
2018-01-22,Wheat,2222.74
2018-01-23,Wheat,2298.83
2018-01-24,Wheat,2285.16
2018-01-25,Wheat,2238.98
2018-01-26,Wheat,2180.45
2018-01-27,Wheat,2276.58
2018-01-28,Wheat,2239.6
2018-01-29,Wheat,2101.1
2018-01-30,Wheat,2285.07
2018-01-31,Wheat,2237.39
2018-02-01,Wheat,2401.7
2018-02-02,Wheat,2265.68
2018-02-03,Wheat,2142.48
2018-02-04,Wheat,2347.36
2018-02-05,Wheat,2348.22
2018-02-06,Wheat,2230.9
2018-02-07,Wheat,2273.22
2018-02-08,Wheat,2494.56
2018-02-09,Wheat,2313.33
2018-02-10,Wheat,2374.87
2018-02-11,Wheat,2293.13
2018-02-12,Wheat,2207.96
2018-02-13,Wheat,2321.84
2018-02-14,Wheat,2316.32
2018-02-15,Wheat,2308.48
2018-02-16,Wheat,2325.51
2018-02-17,Wheat,2348.08
2018-02-18,Wheat,2323.65
2018-02-19,Wheat,2257.78
2018-02-20,Wheat,2361.6
2018-02-21,Wheat,2217.42
2018-02-22,Wheat,2211.56
2018-02-23,Wheat,2376.96
2018-02-24,Wheat,2363.33
2018-02-25,Wheat,2330.01
2018-02-26,Wheat,2250.85
2018-02-27,Wheat,2291.71
2018-02-28,Wheat,2318.21
2018-03-01,Wheat,2272.84
2018-03-02,Wheat,2323.73
2018-03-03,Wheat,2406.29
2018-03-04,Wheat,2452.33
2018-03-05,Wheat,2343.04
2018-03-06,Wheat,2412.84
2018-03-07,Wheat,2254.73
2018-03-08,Wheat,2407.33
2018-03-09,Wheat,2320.75
2018-03-10,Wheat,2386.72
2018-03-11,Wheat,2353.95
2018-03-12,Wheat,2446.99
2018-03-13,Wheat,2317.07
2018-03-14,Wheat,2406.19
2018-03-15,Wheat,2352.56
2018-03-16,Wheat,2359.87
2018-03-17,Wheat,2358.48
2018-03-18,Wheat,2319.39
2018-03-19,Wheat,2368.78
2018-03-20,Wheat,2366.03
2018-03-21,Wheat,2384.16
2018-03-22,Wheat,2374.99
2018-03-23,Wheat,2417.39
2018-03-24,Wheat,2424.95
2018-03-25,Wheat,2308.11
2018-03-26,Wheat,2421.95
2018-03-27,Wheat,2300.31
2018-03-28,Wheat,2405.56
2018-03-29,Wheat,2407.57
2018-03-30,Wheat,2257.73
2018-03-31,Wheat,2376.6
2018-04-01,Wheat,2309.97
2018-04-02,Wheat,2292.89
2018-04-03,Wheat,2418.01
2018-04-04,Wheat,2299.36
2018-04-05,Wheat,2290.44
2018-04-06,Wheat,2342.83
2018-04-07,Wheat,2379.09
2018-04-08,Wheat,2330.2
2018-04-09,Wheat,2407.82
2018-04-10,Wheat,2370.3
2018-04-11,Wheat,2209.9
2018-04-12,Wheat,2307.71
2018-04-13,Wheat,2305.92
2018-04-14,Wheat,2367.73
2018-04-15,Wheat,2183.93
2018-04-16,Wheat,2490.6
2018-04-17,Wheat,2371.16
2018-04-18,Wheat,2348.64
2018-04-19,Wheat,2409.95
2018-04-20,Wheat,2478.93
2018-04-21,Wheat,2391.78
2018-04-22,Wheat,2396.53
2018-04-23,Wheat,2348.18
2018-04-24,Wheat,2332.18
2018-04-25,Wheat,2312.49
2018-04-26,Wheat,2291.86
2018-04-27,Wheat,2300.23
2018-04-28,Wheat,2261.03
2018-04-29,Wheat,2336.68
2018-04-30,Wheat,2241.48
2018-05-01,Wheat,2261.23
2018-05-02,Wheat,2247.89
2018-05-03,Wheat,2258.87
